record_type,id,title,ticker,source_version,frequency,unit,description,usage,official_url,theme_ids,indicator_ids,input_ids,formula_expression,formula_description,output_frequency,output_unit,economic_meaning,validation_note,series_ids,source_dependency_ids,questions,source_kind,requiredness,source_uri,local_hint
series,evds:TP.HPBITABLO1.19,Repo (Bin TL),TP.HPBITABLO1.19,evds2,weekly,Bin TL,Resmi seri adi: Repo (Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO1.20,Para Piyasası Fonları (Bin TL),TP.HPBITABLO1.20,evds2,weekly,Bin TL,Resmi seri adi: Para Piyasası Fonları (Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO1.21,İhraç Edilen Menkul Kıymetler (Bin TL),TP.HPBITABLO1.21,evds2,weekly,Bin TL,Resmi seri adi: İhraç Edilen Menkul Kıymetler (Bin TL) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.2,"TL+YP Mevduat (Toplam, Bankalar Hariç)",TP.HPBITABLO2.2,evds2,weekly,,"Resmi seri adi: TL+YP Mevduat (Toplam, Bankalar Hariç) | Durum: derived_input",Notebook rolu: stock_total,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,derived:resident-financial-assets-total,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.3,"TL Mevduat (Toplam, Bankalar Hariç)",TP.HPBITABLO2.3,evds2,weekly,,"Resmi seri adi: TL Mevduat (Toplam, Bankalar Hariç) | Durum: derived_input",Notebook rolu: stock_total,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.4,TL Mevduat (Gerçek Kişi),TP.HPBITABLO2.4,evds2,weekly,,Resmi seri adi: TL Mevduat (Gerçek Kişi) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.5,TL Mevduat (Tüzel Kişi),TP.HPBITABLO2.5,evds2,weekly,,Resmi seri adi: TL Mevduat (Tüzel Kişi) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.6,"YP Mevduat (Toplam, Bankalar Hariç)",TP.HPBITABLO2.6,evds2,weekly,,"Resmi seri adi: YP Mevduat (Toplam, Bankalar Hariç) | Durum: derived_input",Notebook rolu: stock_total,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.7,YP Mevduat (Gerçek Kişi),TP.HPBITABLO2.7,evds2,weekly,,Resmi seri adi: YP Mevduat (Gerçek Kişi) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.8,YP Mevduat (Tüzel Kişi),TP.HPBITABLO2.8,evds2,weekly,,Resmi seri adi: YP Mevduat (Tüzel Kişi) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.13,TL+YP Mevduat (Bankalar),TP.HPBITABLO2.13,evds2,weekly,,Resmi seri adi: TL+YP Mevduat (Bankalar) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.14,TL Mevduat (Bankalar),TP.HPBITABLO2.14,evds2,weekly,,Resmi seri adi: TL Mevduat (Bankalar) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,derived:tl-deposit-total,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.15,YP Mevduat (Bankalar),TP.HPBITABLO2.15,evds2,weekly,,Resmi seri adi: YP Mevduat (Bankalar) | Durum: derived_input,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,derived:fx-deposit-total,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.23,1. Yurt Ici Yerlesikler (Bin TL),TP.HPBITABLO2.23,evds2,weekly,Bin TL,Resmi seri adi: 1. Yurt Ici Yerlesikler (Bin TL) | Durum: derived_input,Notebook rolu: owner_split_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.24,1. Yurt Ici Yerlesikler (Bin TL) / a. TL (Bin TL),TP.HPBITABLO2.24,evds2,weekly,Bin TL,Resmi seri adi: a. TL (Bin TL) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,derived:tl-deposit-total,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.25,unresolved_from_notebook,TP.HPBITABLO2.25,evds2,weekly,,Resmi seri adi: unresolved_from_notebook | Durum: derived_input | Not: Notebook icindeki kayitli EVDS seri adinda gorunmedigi icin unresolved_from_notebook olarak isaretlendi.,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.26,unresolved_from_notebook,TP.HPBITABLO2.26,evds2,weekly,,Resmi seri adi: unresolved_from_notebook | Durum: derived_input | Not: Notebook icindeki kayitli EVDS seri adinda gorunmedigi icin unresolved_from_notebook olarak isaretlendi.,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.27,unresolved_from_notebook,TP.HPBITABLO2.27,evds2,weekly,,Resmi seri adi: unresolved_from_notebook | Durum: derived_input | Not: Notebook icindeki kayitli EVDS seri adinda gorunmedigi icin unresolved_from_notebook olarak isaretlendi.,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.28,1. Yurt Ici Yerlesikler (Bin TL) / b. YP (Bin TL),TP.HPBITABLO2.28,evds2,weekly,Bin TL,Resmi seri adi: b. YP (Bin TL) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,derived:fx-deposit-total,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.29,unresolved_from_notebook,TP.HPBITABLO2.29,evds2,weekly,,Resmi seri adi: unresolved_from_notebook | Durum: derived_input | Not: Notebook icindeki kayitli EVDS seri adinda gorunmedigi icin unresolved_from_notebook olarak isaretlendi.,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.30,unresolved_from_notebook,TP.HPBITABLO2.30,evds2,weekly,,Resmi seri adi: unresolved_from_notebook | Durum: derived_input | Not: Notebook icindeki kayitli EVDS seri adinda gorunmedigi icin unresolved_from_notebook olarak isaretlendi.,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.31,unresolved_from_notebook,TP.HPBITABLO2.31,evds2,weekly,,Resmi seri adi: unresolved_from_notebook | Durum: derived_input | Not: Notebook icindeki kayitli EVDS seri adinda gorunmedigi icin unresolved_from_notebook olarak isaretlendi.,Notebook rolu: balance_sheet_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.32,2. Yurt Ici Yerlesik Finansal Kuruluslar (Bin TL),TP.HPBITABLO2.32,evds2,weekly,Bin TL,Resmi seri adi: 2. Yurt Ici Yerlesik Finansal Kuruluslar (Bin TL) | Durum: derived_input,Notebook rolu: owner_split_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.33,2. Yurt Ici Yerlesik Finansal Kuruluslar (Bin TL) / a. TL (Bin TL),TP.HPBITABLO2.33,evds2,weekly,Bin TL,Resmi seri adi: a. TL (Bin TL) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.HPBITABLO2.34,2. Yurt Ici Yerlesik Finansal Kuruluslar (Bin TL) / b. YP (Bin TL),TP.HPBITABLO2.34,evds2,weekly,Bin TL,Resmi seri adi: b. YP (Bin TL) | Durum: derived_input,Notebook rolu: currency_split_line,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.DIBSPIYDEG.S11,Finansal Olmayan Kuruluşlar (S.11),TP.DIBSPIYDEG.S11,evds2,weekly,,Resmi seri adi: Finansal Olmayan Kuruluşlar (S.11) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.DIBSPIYDEG.S12,Finansal Kuruluşlar (S.12),TP.DIBSPIYDEG.S12,evds2,weekly,,Resmi seri adi: Finansal Kuruluşlar (S.12) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.DIBSPIYDEG.S122,Bankalar (S.122),TP.DIBSPIYDEG.S122,evds2,weekly,,Resmi seri adi: Bankalar (S.122) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.DIBSPIYDEG.S13,Genel Yönetim (S.13),TP.DIBSPIYDEG.S13,evds2,weekly,,Resmi seri adi: Genel Yönetim (S.13) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.DIBSPIYDEG.S14,Hanehalkı (S.14),TP.DIBSPIYDEG.S14,evds2,weekly,,Resmi seri adi: Hanehalkı (S.14) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.DIBSPIYDEG.S15,Hanehalkına Hizmet Veren Kar Amacı Olmayan Kuruluşlar (S.15),TP.DIBSPIYDEG.S15,evds2,weekly,,Resmi seri adi: Hanehalkına Hizmet Veren Kar Amacı Olmayan Kuruluşlar (S.15) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,derived:private-sector-bond-total,,,,,,,,,,,,,,
series,evds:TP.DK.USD.A.YTL,USD/TL (Alis Kuru),TP.DK.USD.A.YTL,evds2,weekly,,Resmi seri adi: USD/TL (Alis Kuru) | Durum: derived_input,Notebook rolu: ratio_input,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.EBONDPIYDEG.S11,Finansal Olmayan Kuruluşlar (S.11),TP.EBONDPIYDEG.S11,evds2,weekly,,Resmi seri adi: Finansal Olmayan Kuruluşlar (S.11) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.EBONDPIYDEG.S12,Finansal Kuruluşlar (S.12),TP.EBONDPIYDEG.S12,evds2,weekly,,Resmi seri adi: Finansal Kuruluşlar (S.12) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.EBONDPIYDEG.S122,Bankalar (S.122),TP.EBONDPIYDEG.S122,evds2,weekly,,Resmi seri adi: Bankalar (S.122) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
series,evds:TP.EBONDPIYDEG.S13,Genel Yönetim (S.13),TP.EBONDPIYDEG.S13,evds2,weekly,,Resmi seri adi: Genel Yönetim (S.13) | Durum: derived_input,Notebook rolu: stock_component,,theme:resident-financial-assets|theme:resident-securities|theme:resident-deposits,,,,,,,,,,,,,,,
